diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,NofGenes,NofPmids
C4225211,"CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 2",disease,,Disease or Syndrome,1,0
C1969056,LEOPARD SYNDROME 2,disease,C16;C17;C05;C14,Disease or Syndrome,1,0
C2751053,"INFLAMMATORY BOWEL DISEASE 28, AUTOSOMAL RECESSIVE",disease,C06,Disease or Syndrome,1,0
C1843015,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",disease,C23;C10;F03;F01,Disease or Syndrome,1,0
C4747394,CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION 1,disease,,Disease or Syndrome,3,0
C0271650,Impaired glucose tolerance,phenotype,C18,Disease or Syndrome,596,0
C1862394,"Atrial Fibrillation, Familial, 4",disease,C23;C14,Disease or Syndrome,1,0
C1834523,"ARTHROGRYPOSIS, DISTAL, TYPE 2B",disease,C16;C05,Disease or Syndrome,25,0
C1968689,"Hyper-Immunoglobulin E Syndrome, Autosomal Recessive",disease,C16;C20;C15,Disease or Syndrome,4,0
C1863551,"HYPERCHOLESTEROLEMIA, AUTOSOMAL DOMINANT, 3",disease,C18,Disease or Syndrome,1,0
C1837728,AMYOTROPHIC LATERAL SCLEROSIS 8 (disorder),disease,C18;C10,Disease or Syndrome,4,0
C4310792,"DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET",disease,,Disease or Syndrome,1,0
C1832174,DOYNE HONEYCOMB RETINAL DYSTROPHY,disease,C11;C10,Disease or Syndrome,9,0
C0265219,Miller Dieker syndrome,disease,C16;C10,Disease or Syndrome,182,0
C1866552,PARAGANGLIOMAS 2 (disorder),disease,C16;C04,Disease or Syndrome,3,0
C4284592,"SPASTIC PARAPLEGIA, INTELLECTUAL DISABILITY, NYSTAGMUS, AND OBESITY",disease,,Disease or Syndrome,1,0
C3711370,Spastic Paraplegia Type 7,disease,C23;C16;C10,Disease or Syndrome,5,0
C3669122,5-Alpha Reductase Deficiency,disease,C16;C18;C13;C12;C19,Disease or Syndrome,8,0
C0751748,Nonketotic Hyperglycinemia,disease,C16;C18;C10,Disease or Syndrome,21,0
C1843512,BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE,disease,,Disease or Syndrome,1,0
C0521607,Peritoneal Fibrosis,disease,C23;C06,Disease or Syndrome,104,0
C3280342,"STICKLER SYNDROME, TYPE V",disease,,Disease or Syndrome,1,0
C3150986,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 7",disease,,Disease or Syndrome,1,0
C4747621,"PARKINSONISM-DYSTONIA, INFANTILE, 1",disease,,Disease or Syndrome,1,0
C0743332,Focal Dystonia,disease,C10,Disease or Syndrome,21,0
C4013949,IMMUNODEFICIENCY 30,disease,,Disease or Syndrome,2,0
C1863557,Young Simpson syndrome,disease,C23;C16;C11;C05;C10;C19;F03;F01;C14,Disease or Syndrome,2,0
C0340803,Capillary malformation (disorder),disease,C16;C14,Congenital Abnormality,40,0
C4225357,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 31",disease,,Disease or Syndrome,2,0
C4225386,LETHAL CONGENITAL CONTRACTURE SYNDROME 7,disease,,Disease or Syndrome,1,0
C4014700,"ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY",disease,,Disease or Syndrome,2,0
C0268141,"Xeroderma pigmentosum, group G",disease,C16;C04;C18;C17,Disease or Syndrome,20,0
C3808589,IMMUNODEFICIENCY 32A,disease,,Disease or Syndrome,1,0
C0334590,Anaplastic Oligodendroglioma,disease,C04,Neoplastic Process,66,0
C3278211,"THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL DOMINANT",disease,,Disease or Syndrome,1,0
C0795910,COWCHOCK SYNDROME,disease,C23;C16;C10;C09,Disease or Syndrome,3,0
C4310656,IMMUNODEFICIENCY 49,disease,,Disease or Syndrome,1,0
C0268344,Ehlers-Danlos syndrome 6B,disease,C16;C11;C17;C05,Disease or Syndrome,5,0
C1853120,Noonan Syndrome 4,disease,C16;C17;C05;C14,Disease or Syndrome,2,0
C1838180,CODAS syndrome,disease,C23;C16;C11;C05;C07,Disease or Syndrome,4,0
C1852551,Epithelial Recurrent Erosion Dystrophy,disease,C16;C11,Disease or Syndrome,5,0
C1847835,VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding),disease,C17,Disease or Syndrome,302,0
C2973527,Dentinogenesis imperfecta without osteogenesis imperfecta,disease,C16;C07,Disease or Syndrome,3,0
C2751295,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 5",disease,,Finding,1,0
C0268374,Adult junctional epidermolysis bullosa (disorder),disease,C16;C17,Disease or Syndrome,6,0
C1833296,"FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED",disease,C18;C10;F03,Disease or Syndrome,6,0
C4014557,"MYOPATHY, TUBULAR AGGREGATE, 2",disease,,Disease or Syndrome,1,0
C1835698,"Keratitis, hereditary",disease,C11,Disease or Syndrome,2,0
C1837756,MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY,disease,C16;C18;C17;C05,Disease or Syndrome,1,0
C2748568,Immune dysfunction with T-cell inactivation due to calcium entry defect 1,disease,C16;C18;C20,Disease or Syndrome,2,0
C4551702,Branchiootorenal Syndrome 1,disease,C16,Disease or Syndrome,5,0
C3888631,Monogenic diabetes,disease,C18;C19,Disease or Syndrome,30,0
C1836080,"Stickler Syndrome, Type I, Nonsyndromic Ocular",disease,C16;C11,Disease or Syndrome,1,0
C1836327,RHABDOID TUMOR PREDISPOSITION SYNDROME 1 (disorder),disease,C04;C13;C12;C10,Neoplastic Process,1,0
C1449843,"Pseudohypoaldosteronism, Type I, Autosomal Recessive",disease,C16;C13;C12,Disease or Syndrome,10,0
C4310734,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 3",disease,,Disease or Syndrome,1,0
C1848213,"Periventricular Heterotopia, X-Linked",disease,C16;C10,Disease or Syndrome,3,0
C2750824,Dystransthyretinemic Euthyroidal Hyperthyroxinemia,disease,C19,Disease or Syndrome,1,0
C2749861,MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY),disease,,Disease or Syndrome,1,0
C1847352,"POLYMICROGYRIA, BILATERAL FRONTOPARIETAL",disease,C16;C10,Disease or Syndrome,15,0
C0271829,Pendred's syndrome,disease,C23;C10;C19;C09,Disease or Syndrome,35,0
C1405854,Retinitis punctata albescens (disorder),disease,C11,Disease or Syndrome,10,0
C1865018,Short QT Syndrome 3,disease,C23;C16;C14,Disease or Syndrome,3,0
C2749864,MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA),disease,,Disease or Syndrome,2,0
C3665488,Familial Osteochondritis Dissecans,disease,C05,Disease or Syndrome,5,0
C3808899,"MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 4",disease,,Disease or Syndrome,1,0
C1835845,Mitochondrial Phosphate Carrier Deficiency,disease,C18,Disease or Syndrome,1,0
C3150617,"Maturity-onset diabetes of the young, type 10",disease,C18;C19,Disease or Syndrome,2,0
C0391826,Lhermitte-Duclos disease,disease,C16;C04,Neoplastic Process,41,0
C0342471,3 beta-Hydroxysteroid dehydrogenase deficiency,disease,C16;C18;C13;C12;C19,Disease or Syndrome,9,0
C1866176,EXUDATIVE VITREORETINOPATHY 4 (disorder),disease,C16;C11,Disease or Syndrome,1,0
C2931441,"Hereditary spastic paralysis, infantile onset ascending",disease,C16;C10,Disease or Syndrome,2,0
C0752105,"Parkinsonism, Juvenile",disease,C10,Disease or Syndrome,40,0
C1862322,"Ovalocytosis, Malaysian-Melanesian-Filipino Type",disease,C16;C15,Disease or Syndrome,9,0
C0265234,Branchio-Oto-Renal Syndrome,disease,C16,Disease or Syndrome,14,0
C1865926,"Infantile convulsions and paroxysmal choreoathetosis, familial (disorder)",disease,C23;C16;C10,Disease or Syndrome,4,0
C0406702,"Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive",disease,C16;C17,Congenital Abnormality,4,0
C4015062,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22,disease,,Disease or Syndrome,1,0
C0796176,STUVE-WIEDEMANN SYNDROME,disease,C16;C04;C05,Disease or Syndrome,7,0
C2749757,BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1,disease,C08,Disease or Syndrome,3,0
C4015186,MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY,disease,,Disease or Syndrome,1,0
C3469526,"FANCONI ANEMIA, COMPLEMENTATION GROUP F",disease,C16;C18;C15,Disease or Syndrome,13,0
C2700425,"EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE",disease,C16;C17;C15;C14,Disease or Syndrome,5,0
C4551899,"Cholestasis, benign recurrent intrahepatic 1",disease,C06,Disease or Syndrome,3,0
C4014795,"AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1",disease,,Disease or Syndrome,82,0
C0432222,Spondyloenchondrodysplasia,disease,C16;C05;C20,Disease or Syndrome,2,0
C0521802,Congenital atransferrinemia,disease,C16;C18,Disease or Syndrome,3,0
C1837713,JOUBERT SYNDROME 3,disease,C23;C11;C10,Disease or Syndrome,1,0
C1838601,Retinitis Pigmentosa 11,disease,C16;C11,Disease or Syndrome,1,0
C0342686,Aromatic amino acid decarboxylase deficiency,disease,C16;C18,Disease or Syndrome,5,0
C0342488,"Mineralocorticoid Excess Syndrome, Apparent",disease,C16;C18,Disease or Syndrome,8,0
C1708353,Hereditary Paraganglioma-Pheochromocytoma Syndrome,disease,C16;C04,Disease or Syndrome,23,0
C1840296,"Ichthyosis hystrix, Curth Macklin type",disease,C16;C17,Disease or Syndrome,1,0
C0238462,Medullary carcinoma of thyroid,disease,C04;C19,Neoplastic Process,330,0
C0410179,Ullrich congenital muscular dystrophy 1,disease,C23;C16;C05;C10,Disease or Syndrome,17,0
C3203102,Idiopathic pulmonary arterial hypertension,disease,C08,Disease or Syndrome,776,0
C0265283,"Atelosteogenesis, type 1",disease,C16;C05,Congenital Abnormality,4,0
C0342643,Autosomal recessive hypophosphatemic vitamin D refractory rickets,disease,C16;C18;C13;C05;C12,Disease or Syndrome,11,0
C1863688,"Xanthinuria, Type II",disease,C16;C18,Disease or Syndrome,3,0
C0242379,Malignant neoplasm of lung,disease,C04;C08,Neoplastic Process,4173,0
C2931355,"Spastic paraplegia 3, autosomal dominant",disease,C16;C10,Disease or Syndrome,3,0
C0574083,3-Methylglutaconic aciduria type 2,disease,C16;C18;C14,Disease or Syndrome,30,0
C3489796,"Thyroid Hormone Resistance, Generalized, Autosomal Recessive",disease,C19,Disease or Syndrome,4,0
C0796274,Brown-Vialetto-Van Laere Syndrome 1,disease,C23;C10;C09,Disease or Syndrome,4,0
C4282398,Sialidase deficiency,disease,C16;C18;C05;C10,Disease or Syndrome,3,0
C1970859,"Atypical Mycobacteriosis, Familial, X-Linked 2",disease,C16;C01,Disease or Syndrome,1,0
C2676766,"Osteopetrosis, Autosomal Recessive 7",disease,C05;C20;C15,Disease or Syndrome,2,0
C2678477,Brugada Syndrome 4,disease,C16;C14,Disease or Syndrome,1,0
C4014261,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16",disease,C16;C10,Disease or Syndrome,5,0
C2677794,Stress-induced polymorphic ventricular tachycardia,disease,C23;C14,Disease or Syndrome,5,0
C1264041,"von Willebrand Disease, Type 3",disease,C16;C15,Disease or Syndrome,11,0
C3554224,LEPTIN DEFICIENCY OR DYSFUNCTION,disease,,Disease or Syndrome,15,0
C2748896,"46,Xy Gonadal Dysgenesis, Complete, Sry-Related",disease,C16;C13;C12;C19,Disease or Syndrome,1,0
C3888099,Autosomal dominant vitreoretinochoroidopathy,disease,C16;C11,Disease or Syndrome,8,0
C3502353,Atrial Septal Defect with Atrioventricular Conduction Defects,disease,C23;C16;C14,Disease or Syndrome,1,0
C0342800,Inosine Triphosphatase Deficiency,disease,C16;C18,Disease or Syndrome,1,0
C4317154,COLE-CARPENTER SYNDROME 1,disease,C16;C11;C17;C05;C10,Disease or Syndrome,1,0
C1834339,"Myopathy, Actin, Congenital, with Excess of Thin Myofilaments",disease,C05;C10,Disease or Syndrome,3,0
C1856245,"Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type II",disease,C16;C20;C15,Disease or Syndrome,4,0
C3806722,"PARKINSONISM WITH SPASTICITY, X-LINKED",disease,,Disease or Syndrome,1,0
C1868193,"PNEUMOTHORAX, PRIMARY SPONTANEOUS",disease,,Disease or Syndrome,46,0
C3805411,CATARACT 30,disease,,Disease or Syndrome,2,0
C0751882,"Myasthenic Syndromes, Congenital",disease,C16;C10,Disease or Syndrome,57,0
C1832200,Peroxisome biogenesis disorders,group,C16;C18,Disease or Syndrome,41,0
C1868681,DYSTONIA 12,disease,C10,Disease or Syndrome,9,0
C0266006,Pili torti-deafness syndrome,disease,C23;C18;C17;C10;C09,Disease or Syndrome,14,0
C0796093,Odontoonychodermal dysplasia,disease,C16;C17;C07,Disease or Syndrome,1,0
C2749665,SPLIT-HAND/FOOT MALFORMATION 6 (disorder),disease,C16;C05,Disease or Syndrome,1,0
C1866785,Spheroid body myopathy,disease,C05;C10,Disease or Syndrome,1,0
C2931673,"Ceroid lipofuscinosis, neuronal 1, infantile",disease,C16;C18;C10,Disease or Syndrome,14,0
C1853099,Cornelia de Lange Syndrome 3,disease,C16;C10,Disease or Syndrome,5,0
C4225292,"THYROID CANCER, NONMEDULLARY, 5",disease,,Neoplastic Process,1,0
C4748408,HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 3,disease,,Disease or Syndrome,1,0
C0795833,KLEEFSTRA SYNDROME 1,disease,C23;C16;C05;C10;F03;F01;C14,Disease or Syndrome,9,0
C1857277,Donnai-Barrow syndrome,disease,C23;C16;C18;C13;C11;C12;C10;C09,Disease or Syndrome,2,0
C0268293,Corticosterone Methyl Oxidase Type I Deficiency,disease,C19,Disease or Syndrome,4,0
C3279564,"Osteogenesis Imperfecta, Type VI",disease,C16;C17;C05,Disease or Syndrome,3,0
C4551552,"Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 1",disease,C23;C10;F03;F01,Disease or Syndrome,33,0
C0268242,"Niemann-Pick Disease, Type A",disease,C16;C18;C10;C15,Disease or Syndrome,7,0
C1851124,"Desmoid disease, hereditary",disease,C16;C06;C04,Disease or Syndrome,2,0
C0238358,Hypokalemic periodic paralysis,disease,C16;C18;C05;C10,Disease or Syndrome,19,0
C4722305,"HYPER-IgE RECURRENT INFECTION SYNDROME 2, AUTOSOMAL RECESSIVE",disease,,Disease or Syndrome,1,0
C1868720,Periventricular Nodular Heterotopia,disease,C16;C10,Disease or Syndrome,45,0
C2749019,JOUBERT SYNDROME 10 (disorder),disease,C23;C16;C10,Disease or Syndrome,1,0
C4316812,Fibrinogen Deficiency,disease,C16;C15,Disease or Syndrome,56,0
C1845118,"SHORT STATURE, IDIOPATHIC, X-LINKED",disease,C23;C16,Congenital Abnormality,18,0
C4693567,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CATARACTS, AND RENAL ABNORMALITIES",disease,,Disease or Syndrome,1,0
C0751291,Desmoplastic Medulloblastoma,disease,C04,Neoplastic Process,54,0
C1851945,"DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT",disease,C16;C10,Disease or Syndrome,5,0
C3495438,"Macular Degeneration, Age-Related, 2",disease,C11,Disease or Syndrome,2,0
C4015349,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2S",disease,,Disease or Syndrome,1,0
C3179349,Gastrointestinal Stromal Sarcoma,disease,C06;C04,Neoplastic Process,74,0
C1263858,"Muscular dystrophy congenital, merosin negative",disease,C16;C05;C10,Disease or Syndrome,12,0
C1842362,HERMANSKY-PUDLAK SYNDROME 2,disease,C16;C18;C11;C17;C15,Disease or Syndrome,5,0
C3279756,HERMANSKY-PUDLAK SYNDROME 7,disease,,Disease or Syndrome,1,0
C3150412,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 3",disease,,Disease or Syndrome,6,0
C4551861,"Telangiectasia, Hereditary Hemorrhagic, Type 1",disease,C16;C15;C14,Disease or Syndrome,8,0
C0553586,Cafe-au-lait macules with pulmonary stenosis,disease,C16;C04;C10,Disease or Syndrome,3,0
C0687720,Central Diabetes Insipidus,disease,C13;C12;C19,Disease or Syndrome,105,0
C2751826,Multiple Synostoses Syndrome 3,disease,C16;C05,Disease or Syndrome,2,0
C3809198,"PULMONARY HYPERTENSION, PRIMARY, 4",disease,,Disease or Syndrome,1,0
C0342482,X-linked Adrenal Hypoplasia,disease,C19,Disease or Syndrome,57,0
C2751316,"Glaucoma 3, Primary Congenital, D",disease,C11,Disease or Syndrome,1,0
C1853490,22q13.3 Deletion Syndrome,disease,C23;C16,Disease or Syndrome,15,0
C0265259,Popliteal pterygium syndrome,disease,C16;C13;C11;C05;C12;C07,Disease or Syndrome,20,0
C1864436,Muenke Syndrome,disease,C16;C05,Disease or Syndrome,3,0
C4225250,"SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE",disease,,Disease or Syndrome,1,0
C4692564,"TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 1",disease,,Disease or Syndrome,3,0
C0265282,Fibrochondrogenesis,disease,C23;C16;C05;C19,Congenital Abnormality,3,0
C0751781,Dentatorubral-Pallidoluysian Atrophy,disease,C10,Disease or Syndrome,95,0
C1840402,HYPERPARATHYROIDISM 1,disease,C19,Disease or Syndrome,1,0
C0265313,Weill-Marchesani syndrome,disease,C16;C11;C17;C05,Disease or Syndrome,5,0
C2675520,"BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2",disease,,Finding,2,0
C1568248,"Usher Syndrome, Type III",disease,C23;C16;C11;C10;C09,Disease or Syndrome,13,0
C4014833,IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES,disease,,Disease or Syndrome,1,0
C0751036,Hereditary Motor and Sensory Neuropathy Type I,disease,C16;C10,Disease or Syndrome,19,0
C4225220,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51",disease,,Disease or Syndrome,1,0
C2751536,"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED",disease,C16;C18;C10;C14,Disease or Syndrome,1,0
C0268505,"Ocular albinism, type II",disease,C16;C18;C11;C17,Disease or Syndrome,7,0
C0399380,"Dentin dyspalsia, Shields type 2",disease,C07,Congenital Abnormality,2,0
C0268579,Propionic acidemia,disease,C16;C18,Disease or Syndrome,17,0
C0268532,Deficiency of prolidase,disease,C16,Disease or Syndrome,2,0
C1968804,"Plasminogen Deficiency, Type I",disease,C16;C11;C17,Disease or Syndrome,3,0
C0795998,JACKSON-WEISS SYNDROME,disease,C16;C05,Disease or Syndrome,3,0
C2675528,"Spastic Paraplegia 42, Autosomal Dominant",disease,C16;C10,Disease or Syndrome,1,0
C1866777,"Spinal Muscular Atrophy, Proximal, Adult, Autosomal Dominant",disease,C10,Disease or Syndrome,1,0
C3151411,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 6",disease,,Mental or Behavioral Dysfunction,1,0
C1855553,Pyruvate Dehydrogenase E3-Binding Protein Deficiency,disease,C16;C18;C10,Disease or Syndrome,1,0
C0521723,"Corneal dystrophy, epithelial basement membrane",disease,C11;C10;C14,Disease or Syndrome,1,0
C3151088,IMMUNODEFICIENCY 31B,disease,,Disease or Syndrome,5,0
C4551774,FEINGOLD SYNDROME 1,disease,C23;C16;C06;C05;C08;C10;F03;F01,Disease or Syndrome,2,0
C1855081,"MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 1",disease,C16;C05;C10,Disease or Syndrome,7,0
C4225241,"DEAFNESS, AUTOSOMAL DOMINANT 69",disease,,Disease or Syndrome,1,0
C0302892,Congenital porencephaly,disease,C16;C05;C10,Congenital Abnormality,9,0
C4310728,"SEIZURES, BENIGN FAMILIAL INFANTILE, 5",disease,,Disease or Syndrome,2,0
C4225418,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 33",disease,,Disease or Syndrome,1,0
C0812437,Oculo-dento-digital syndrome,disease,C16;C11;C05;C07,Congenital Abnormality,12,0
C0272340,High molecular weight kininogen deficiency,disease,C15,Disease or Syndrome,4,0
C3554241,"CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3",disease,,Disease or Syndrome,2,0
C2745959,"Spondyloepiphyseal dysplasia, congenita",disease,C16;C05,Congenital Abnormality,15,0
C0243026,Sepsis,disease,C23;C01,Disease or Syndrome,1453,0
C0266463,Lissencephaly,disease,C16;C10,Congenital Abnormality,71,0
C3665382,"2,8-Dihydroxyadenine Urolithiasis",disease,C16;C18;C13;C12,Disease or Syndrome,6,0
C1856057,"Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type",disease,C16;C18;C17;C10;C15,Disease or Syndrome,1,0
C2673195,"Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps",disease,C23;C05;C10;C14,Disease or Syndrome,3,0
C0266004,"Knuckle pads, leuconychia and sensorineural deafness",disease,C23;C16;C17;C10;C09,Congenital Abnormality,1,0
C0878677,Glycogen Storage Disease Type IIb,disease,C16;C18;C10;C14,Disease or Syndrome,11,0
C1838244,"TIBIAL MUSCULAR DYSTROPHY, TARDIVE",disease,C16;C05;C10,Disease or Syndrome,18,0
C1867801,"Preaxial deficiency, postaxial polydactyly and hypospadias",disease,C16;C13;C05;C12,Disease or Syndrome,1,0
C0917796,"Optic Atrophy, Hereditary, Leber",disease,C16;C18;C11;C10,Disease or Syndrome,100,0
C1848561,Methylmalonic acidemia with homocystinuria,disease,C16;C18;C17;C10,Disease or Syndrome,2,0
C1868310,Pigmented Paravenous Chorioretinal Atrophy,disease,C16;C11,Disease or Syndrome,2,0
C2676786,"Nephrolithiasis-Osteoporosis, Hypophosphatemic, 1",disease,C16;C18;C13;C05;C12,Disease or Syndrome,1,0
C1852759,Papillorenal syndrome,disease,C16;C13;C11;C12,Disease or Syndrome,5,0
C0525045,Mood Disorders,group,F03,Mental or Behavioral Dysfunction,580,0
C1969057,Noonan Syndrome 5,disease,C16;C17;C05;C14,Disease or Syndrome,1,0
C0406723,"Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy",disease,C23;C16;C11;C17;C10;C07,Disease or Syndrome,2,0
C0796232,Bohring syndrome,disease,C23;C16;C05;C10;F03;F01,Disease or Syndrome,5,0
C1835820,HOLOPROSENCEPHALY 7,disease,C16;C05;C10,Disease or Syndrome,1,0
C1955861,T-Cell Large Granular Lymphocyte Leukemia,disease,C04;C20;C15,Neoplastic Process,35,0
C1136033,Cutaneous Mastocytosis,disease,C04;C17,Neoplastic Process,127,0
C1856934,Epidermolysis bullosa with pyloric atresia,disease,C16;C17,Disease or Syndrome,7,0
C1867005,"Scapuloperoneal Syndrome, Neurogenic, Kaeser Type",disease,C16;C10,Disease or Syndrome,1,0
C1838564,"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 2",disease,,Finding,1,0
C1864669,NEURONAL CEROID LIPOFUSCINOSIS DUE TO CATHEPSIN D DEFICIENCY,disease,C16;C18;C10,Disease or Syndrome,1,0
C1859727,Arterial calcification of infancy,disease,C18,Disease or Syndrome,3,0
C1857100,Dyssegmental dysplasia,disease,C16;C05;C19,Disease or Syndrome,3,0
C1968949,Cakut,disease,C16;C13;C12,Disease or Syndrome,72,0
C2677481,"Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant",disease,C16;C17;C20,Disease or Syndrome,1,0
C0265329,Organoid Nevus Phakomatosis,disease,C16;C04;C10,Disease or Syndrome,7,0
C1847667,"CARDIOMYOPATHY, DILATED, 1L",disease,C14,Disease or Syndrome,1,0
C4551961,Familial Isolated Hyperparathyroidism,disease,C19,Disease or Syndrome,10,0
C3463917,Corticosterone Methyl Oxidase Type II Deficiency,disease,,Disease or Syndrome,4,0
C1845202,Nephrogenic Syndrome of Inappropriate Antidiuresis,disease,C16;C18;C10;C19,Disease or Syndrome,14,0
C1845987,"Neutropenia, Severe Congenital, X-Linked",disease,C16;C15,Disease or Syndrome,4,0
C3280586,Mannose-Binding Protein Deficiency,disease,C16;C18,Disease or Syndrome,25,0
C3806670,PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 1,disease,,Disease or Syndrome,1,0
C1845292,"FANCONI ANEMIA, COMPLEMENTATION GROUP B",disease,C16;C18;C15,Disease or Syndrome,1,0
C1862382,SVEINSSON CHORIORETINAL ATROPHY,disease,C16;C11,Disease or Syndrome,139,0
C2931482,Neurofibromatosis-Noonan syndrome,disease,C16;C04;C17;C05;C10;C14,Disease or Syndrome,4,0
C2713319,Arylsulfatase A Deficiency,disease,C16;C18;C10,Disease or Syndrome,2,0
C0268626,Juvenile nephropathic cystinosis (disorder),disease,C16;C18;C13;C12,Disease or Syndrome; Congenital Abnormality,2,0
C0751336,Distal Muscular Dystrophies,group,C16;C05;C10,Disease or Syndrome,31,0
C0342801,Thiopurine S methyltranferase deficiency,disease,C16;C18;C20;C25,Disease or Syndrome,3,0
C0403554,"Renal Tubular Acidosis, Distal, with Progressive Nerve Deafness",disease,C23;C16;C18;C13;C12;C10;C09,Disease or Syndrome,2,0
C1836916,POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA,disease,C23;C16;C11;C10,Disease or Syndrome,1,0
C3714756,Intellectual Disability,group,C23;C10;F03;F01,Mental or Behavioral Dysfunction,2165,0
C3809686,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 21",disease,,Disease or Syndrome,1,0
C0751335,Scapuloperoneal Form of Spinal Muscular Atrophy,disease,C10,Disease or Syndrome,3,0
C4012727,MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1,disease,C16;C05;C10,Disease or Syndrome,3,0
C3279693,"ATRIAL FIBRILLATION, FAMILIAL, 11",disease,,Disease or Syndrome,1,0
C1854449,"Neuropathy, hereditary motor and sensory, Russe type",disease,C16;C10,Disease or Syndrome,1,0
C0751751,"Argininosuccinic Acid Synthetase Deficiency, Complete",disease,C16;C18;C10,Disease or Syndrome,1,0
C3281235,BARAITSER-WINTER SYNDROME 2,disease,,Disease or Syndrome,1,0
C1833511,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE",disease,C16;C06;C18,Disease or Syndrome,1,0
C1264040,"von Willebrand Disease, Type 2",disease,C16;C15,Disease or Syndrome,6,0
C1864738,"Corneal Dystrophy, Congenital Stromal",disease,C16;C11,Disease or Syndrome,1,0
C1266119,Solitary fibrous tumor,disease,C04,Neoplastic Process,58,0
C0342282,Multiple synostoses syndrome 1,disease,C16;C05,Disease or Syndrome,3,0
C1836823,Nephropathy with Pretibial Epidermolysis Bullosa and Deafness,disease,C23;C16;C13;C17;C12;C10;C09,Disease or Syndrome,1,0
C1857781,Diaphragmatic Hernia 3,disease,C23,Anatomical Abnormality,2,0
C3469527,fanconi anemia complementation group g,disease,C16;C18;C15,Disease or Syndrome,1,0
